"indicateur","region","Unit","Date","Value"
"Volume de production de l’oignon","EXTREME-NORD","tonne","2015","177570"
"Volume de production de l’oignon","EXTREME-NORD","tonne","2016","213790.8"
"Volume de production de l’oignon","EXTREME-NORD","tonne","2017","277706"
"Volume de production de l’oignon","EXTREME-NORD","tonne","2018","305476.6"
"Volume de production de l’oignon","EXTREME-NORD","tonne","2019","253199"
"Volume de production de l’oignon","EXTREME-NORD","tonne","2020","252813"
"Volume de production de l’oignon","LITTORAL","tonne","2013","3688"
"Volume de production de l’oignon","LITTORAL","tonne","2014","4000"
"Volume de production de l’oignon","LITTORAL","tonne","2015","5120"
"Volume de production de l’oignon","LITTORAL","tonne","2016","760.3"
"Volume de production de l’oignon","LITTORAL","tonne","2017","809.8"
"Volume de production de l’oignon","LITTORAL","tonne","2018","824"
"Volume de production de l’oignon","LITTORAL","tonne","2019","858"
"Volume de production de l’oignon","LITTORAL","tonne","2020","893.5"
"Volume de production de l’oignon","NORD","tonne","2013","85345"
"Volume de production de l’oignon","NORD","tonne","2014","87542"
"Volume de production de l’oignon","NORD","tonne","2015","89831"
"Volume de production de l’oignon","NORD","tonne","2016","34909.1"
"Volume de production de l’oignon","NORD","tonne","2017","49387.3"
"Volume de production de l’oignon","NORD","tonne","2018","62710"
"Volume de production de l’oignon","NORD","tonne","2019","64790"
"Volume de production de l’oignon","NORD","tonne","2020","77244.1"
"Volume de production de l’oignon","NORD-OUEST","tonne","2013","318"
"Volume de production de l’oignon","NORD-OUEST","tonne","2014","317"
"Volume de production de l’oignon","NORD-OUEST","tonne","2015","371"
"Volume de production de l’oignon","NORD-OUEST","tonne","2016","514"
"Volume de production de l’oignon","NORD-OUEST","tonne","2017","700"
"Volume de production de l’oignon","NORD-OUEST","tonne","2018","900"
"Volume de production de l’oignon","NORD-OUEST","tonne","2019","937.2"
"Volume de production de l’oignon","NORD-OUEST","tonne","2020","975.9"
"Volume de production de l’oignon","SUD","tonne","2013","745"
"Volume de production de l’oignon","SUD","tonne","2014","743"
"Volume de production de l’oignon","SUD","tonne","2015","870"
"Volume de production de l’oignon","SUD","tonne","2016","994.6"
"Volume de production de l’oignon","SUD","tonne","2017","1021"
"Volume de production de l’oignon","SUD","tonne","2018","1033"
"Volume de production de l’oignon","SUD","tonne","2019","856"
"Volume de production de l’oignon","SUD","tonne","2020","925"
"Volume de production de l’oignon","OUEST","tonne","2013","18147"
"Volume de production de l’oignon","OUEST","tonne","2014","18086"
"Volume de production de l’oignon","OUEST","tonne","2015","21182"
"Volume de production de l’oignon","OUEST","tonne","2016","121"
"Volume de production de l’oignon","OUEST","tonne","2017","536.6"
"Volume de production de l’oignon","OUEST","tonne","2018","685"
"Volume de production de l’oignon","OUEST","tonne","2019","607"
"Volume de production de l’oignon","OUEST","tonne","2020","1980.9"
"Volume de production de l’oignon","SUD-OUEST","tonne","2013","318"
"Volume de production de l’oignon","SUD-OUEST","tonne","2014","317"
"Volume de production de l’oignon","SUD-OUEST","tonne","2015","371"
"Volume de production de l’oignon","SUD-OUEST","tonne","2016","556.9"
